epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1310.85,1.2635,2.14157,1.69989,0.2494,0.50872,0.29897,0.15748,1.22083,2.09577,1.89122,0.000456863,0.000456863,0.000456863
43,1341.31,1.26084,2.16639,1.69353,0.31991,0.49458,0.40411,0.243,1.23977,1.86779,1.91039,0.00044925,0.00044925,0.00044925
44,1372.13,1.22646,2.1091,1.66526,0.48334,0.3524,0.38691,0.2322,1.31116,1.85277,1.92894,0.000441637,0.000441637,0.000441637
45,1402.56,1.25829,2.10225,1.67642,0.41758,0.46532,0.41742,0.24071,1.24734,1.99361,1.93729,0.000434024,0.000434024,0.000434024
46,1434.55,1.25086,2.09854,1.67798,0.34892,0.518,0.36375,0.19902,1.34163,1.9162,1.90359,0.000426411,0.000426411,0.000426411
47,1465.1,1.22637,2.08122,1.65089,0.37581,0.43064,0.39022,0.2303,1.23521,1.88964,1.83392,0.000418797,0.000418797,0.000418797
48,1495.62,1.21564,2.03789,1.64801,0.31212,0.47582,0.38098,0.23257,1.31359,1.90957,1.89055,0.000411184,0.000411184,0.000411184
49,1526.16,1.21975,2.03122,1.63407,0.34155,0.51077,0.42715,0.27274,1.25172,1.7548,1.89797,0.000403571,0.000403571,0.000403571
50,1558.74,1.21424,2.01277,1.63551,0.43331,0.49549,0.4471,0.28236,1.18557,1.81552,1.80836,0.000395958,0.000395958,0.000395958
51,1590.36,1.19603,2.01256,1.63744,0.45114,0.52521,0.45546,0.27716,1.17295,1.70022,1.92762,0.000388345,0.000388345,0.000388345
52,1621.21,1.18986,1.99409,1.6315,0.39701,0.44137,0.42484,0.26437,1.17779,1.78159,1.73893,0.000380732,0.000380732,0.000380732
53,1652.39,1.19388,1.97552,1.61231,0.35883,0.48044,0.43874,0.25814,1.15118,1.91537,1.76009,0.000373119,0.000373119,0.000373119
54,1683.9,1.16578,1.94017,1.61054,0.42276,0.46467,0.44951,0.29194,1.20618,1.82097,1.75541,0.000365506,0.000365506,0.000365506
55,1715.16,1.17173,1.94654,1.59795,0.38421,0.49917,0.44988,0.28289,1.09131,1.73308,1.71092,0.000357893,0.000357893,0.000357893
56,1746.47,1.16807,1.92362,1.60779,0.58397,0.399,0.46242,0.28879,1.17141,1.66456,1.75589,0.00035028,0.00035028,0.00035028
57,1778.67,1.16033,1.93206,1.59679,0.37447,0.5233,0.45529,0.27116,1.29089,1.77058,1.89335,0.000342666,0.000342666,0.000342666
58,1809.21,1.17107,1.88813,1.59364,0.42649,0.51736,0.49598,0.30354,1.14568,1.63757,1.71059,0.000335053,0.000335053,0.000335053
59,1840.59,1.15281,1.87696,1.59606,0.50963,0.44103,0.48576,0.28334,1.34395,1.6714,1.94471,0.00032744,0.00032744,0.00032744
60,1871.02,1.15576,1.85416,1.57814,0.39647,0.49921,0.501,0.31544,1.10514,1.66565,1.70168,0.000319827,0.000319827,0.000319827
