epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,5485.67,0.76722,0.73894,1.02112,0.62008,0.66464,0.62541,0.50268,1.42339,1.54635,1.44378,0.000495266,0.000495266,0.000495266
73,5562.01,0.74793,0.71964,1.00911,0.53338,0.6806,0.58901,0.46828,1.44314,1.54197,1.46137,0.000478762,0.000478762,0.000478762
74,5635.01,0.74443,0.72354,1.01552,0.52452,0.62601,0.50217,0.39402,1.45421,1.64901,1.4758,0.000462259,0.000462259,0.000462259
75,5712.25,0.7591,0.72966,1.01379,0.57829,0.63902,0.58791,0.47143,1.45515,1.59552,1.46973,0.000445756,0.000445756,0.000445756
76,5785.34,0.73576,0.69072,1.00976,0.50593,0.671,0.56174,0.44246,1.44474,1.59628,1.45782,0.000429253,0.000429253,0.000429253
77,5860.8,0.7353,0.70086,1.00416,0.60978,0.67522,0.60228,0.47988,1.43724,1.5459,1.45359,0.000412749,0.000412749,0.000412749
78,5934.85,0.73728,0.70407,1.00663,0.52803,0.6823,0.59235,0.47025,1.43969,1.58544,1.46377,0.000396246,0.000396246,0.000396246
79,6010.09,0.73383,0.70254,1.00641,0.52822,0.67392,0.60691,0.48591,1.43877,1.55447,1.45853,0.000379743,0.000379743,0.000379743
80,6085.99,0.74272,0.69389,1.00387,0.60021,0.64776,0.61806,0.49575,1.45827,1.57483,1.47723,0.000363239,0.000363239,0.000363239
81,6159.51,0.72893,0.67722,1.00156,0.65302,0.63113,0.59752,0.47469,1.46009,1.5769,1.47583,0.000346736,0.000346736,0.000346736
82,6235.86,0.73172,0.6824,1.00425,0.53968,0.66311,0.5726,0.4592,1.45069,1.60702,1.4715,0.000330233,0.000330233,0.000330233
83,6310.27,0.72664,0.66791,1.00067,0.56279,0.67542,0.59682,0.47795,1.44056,1.56811,1.46598,0.000313729,0.000313729,0.000313729
84,6385.79,0.72086,0.67266,0.99303,0.67261,0.67036,0.63545,0.50976,1.44774,1.55005,1.46268,0.000297226,0.000297226,0.000297226
85,6460.36,0.71889,0.65977,0.99455,0.55623,0.65579,0.57091,0.4572,1.43104,1.59182,1.44622,0.000280723,0.000280723,0.000280723
86,6534.36,0.69957,0.65419,0.99136,0.59109,0.67633,0.60827,0.48913,1.42762,1.54425,1.45384,0.00026422,0.00026422,0.00026422
87,6609.27,0.70174,0.64693,0.98566,0.57109,0.6799,0.59991,0.48139,1.43453,1.58671,1.45447,0.000247716,0.000247716,0.000247716
88,6683.73,0.69285,0.63612,0.98239,0.61328,0.65714,0.60702,0.49042,1.44162,1.54916,1.45732,0.000231213,0.000231213,0.000231213
89,6758.92,0.70347,0.63861,0.98837,0.62958,0.65011,0.61315,0.49586,1.44886,1.58163,1.47644,0.00021471,0.00021471,0.00021471
90,6831.35,0.70639,0.64114,0.98928,0.61951,0.66127,0.61239,0.49524,1.4488,1.55223,1.47265,0.000198206,0.000198206,0.000198206
91,6898.95,0.67187,0.57734,0.96012,0.50707,0.67228,0.54305,0.43031,1.44961,1.58307,1.48123,0.000181703,0.000181703,0.000181703
92,6963.56,0.66634,0.57603,0.96716,0.55048,0.66482,0.5554,0.4404,1.45548,1.60301,1.48405,0.0001652,0.0001652,0.0001652
93,7027.89,0.65932,0.55244,0.95767,0.72275,0.63682,0.61992,0.4965,1.44885,1.53707,1.47466,0.000148696,0.000148696,0.000148696
94,7092.48,0.6387,0.53705,0.951,0.68178,0.66763,0.61689,0.49399,1.45053,1.54922,1.47062,0.000132193,0.000132193,0.000132193
95,7157.15,0.64273,0.53957,0.95105,0.59612,0.66205,0.61636,0.49345,1.43996,1.57709,1.4674,0.00011569,0.00011569,0.00011569
96,7223.02,0.64061,0.53545,0.94449,0.58711,0.66525,0.61213,0.49613,1.44614,1.58386,1.48187,9.91865e-05,9.91865e-05,9.91865e-05
97,7289.28,0.63497,0.51985,0.94493,0.59925,0.65378,0.59452,0.47577,1.464,1.59105,1.49194,8.26832e-05,8.26832e-05,8.26832e-05
98,7356.37,0.62692,0.52375,0.94505,0.59874,0.66375,0.60725,0.48901,1.45434,1.57029,1.48836,6.61799e-05,6.61799e-05,6.61799e-05
99,7420.54,0.63472,0.51982,0.94475,0.606,0.67131,0.61764,0.49988,1.4554,1.56786,1.48391,4.96766e-05,4.96766e-05,4.96766e-05
100,7487.51,0.61475,0.50008,0.93713,0.63216,0.65842,0.61532,0.49628,1.44871,1.57561,1.48311,3.31733e-05,3.31733e-05,3.31733e-05
